Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
02,2024-07-24,06:28:48,07:26:37,00:57:49,00:00:00,23,1,7.42,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-24,08:23:50,10:22:40,01:58:50,00:57:13,25,1,15.36,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-24,10:45:55,12:53:00,02:07:05,00:23:15,51,1,14.51,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-24,13:38:44,15:24:55,01:46:11,00:45:44,32,1,15.25,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-24,15:50:55,17:35:03,01:44:08,00:26:00,39,1,12.85,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-24,17:35:33,19:39:59,02:04:26,00:00:30,62,1,13.53,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-24,19:59:26,21:18:45,01:19:19,00:19:27,32,1,13.71,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-24,21:55:35,22:44:28,00:48:53,00:36:50,22,1,8.61,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-24,Vehiculo: 02,,,12:46:41,03:28:59,286,"8,00",101.24,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
02,2024-07-25,06:05:07,07:53:51,01:48:44,00:00:00,58,1,16.52,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-25,08:25:51,10:17:53,01:52:02,00:32:00,45,1,14.72,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-25,10:47:45,12:38:20,01:50:35,00:29:52,21,1,15.16,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-25,13:22:59,15:30:39,02:07:40,00:44:39,42,1,15.83,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-25,15:36:41,18:01:54,02:25:13,00:06:02,43,1,16.14,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-25,18:09:09,19:45:54,01:36:45,00:07:15,38,1,13.89,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-25,20:00:09,21:33:19,01:33:10,00:14:15,38,1,13.77,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-25,21:50:38,22:12:50,00:22:12,00:17:19,2,0.5,5.89,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-25,22:56:14,23:26:39,00:30:25,00:43:24,6,0.5,6.9,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-25,Vehiculo: 02,,,14:06:46,03:14:46,293,"8,00",118.82,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
02,2024-07-26,06:08:54,07:37:43,01:28:49,00:00:00,32,1,15.42,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-26,08:25:13,10:30:37,02:05:24,00:47:30,37,1,12.43,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-26,10:47:48,13:03:01,02:15:13,00:17:11,23,1,11.73,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-26,13:11:46,15:12:20,02:00:34,00:08:45,27,1,11.77,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-26,15:22:15,17:42:03,02:19:48,00:09:55,25,1,14.97,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-26,17:49:39,19:44:00,01:54:21,00:07:36,57,1,14.81,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-26,19:43:45,21:26:29,01:42:44,00:00:00,21,1,13.79,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-26,22:43:11,23:54:18,01:11:07,01:16:42,18,1,7.43,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-26,Vehiculo: 02,,,14:58:00,02:47:39,240,"8,00",102.35,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
02,2024-07-27,06:05:49,07:49:40,01:43:51,00:00:00,47,1,15.97,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-27,08:36:09,10:25:25,01:49:16,00:46:29,17,1,13.77,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-27,10:59:07,12:37:55,01:38:48,00:33:42,8,1,14.05,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-27,12:39:18,15:12:26,02:33:08,00:01:23,70,1,17.37,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-27,15:07:44,17:00:23,01:52:39,00:00:00,47,1,15.71,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-27,17:01:07,18:45:43,01:44:36,00:00:44,40,1,14.13,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-27,18:54:30,20:41:15,01:46:45,00:08:47,27,1,13.85,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-27,20:56:48,22:24:38,01:27:50,00:15:33,34,1,14.83,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-27,23:14:48,00:07:34,00:52:46,00:50:10,21,1,6.81,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-28,Vehiculo: 02,,,15:29:39,02:36:48,311,"9,00",126.49,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
02,2024-07-28,05:08:33,06:33:40,01:25:07,00:00:00,29,1,16.46,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-28,06:32:33,08:16:36,01:44:03,00:00:00,28,1,15.15,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-28,08:37:18,10:23:37,01:46:19,00:20:42,30,1,14.09,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-28,11:02:52,12:30:38,01:27:46,00:39:15,16,1,13.48,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-28,13:15:15,14:47:27,01:32:12,00:44:37,22,1,14.98,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-28,14:48:53,16:30:51,01:41:58,00:01:26,38,1,15.64,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-28,17:33:44,18:48:42,01:14:58,01:02:53,29,1,13.9,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-28,19:39:27,21:04:36,01:25:09,00:50:45,24,1,8.59,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-28,Vehiculo: 02,,,12:17:32,03:39:38,216,"8,00",112.29,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
02,2024-07-29,06:03:25,08:30:59,02:27:34,00:00:00,47,1,16.46,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-29,08:30:26,10:29:41,01:59:15,00:00:00,23,1,14.74,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-29,10:46:16,13:15:52,02:29:36,00:16:35,39,1,12,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-29,13:16:16,14:52:57,01:36:41,00:00:24,18,1,13.66,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-29,17:21:27,18:26:34,01:05:07,02:28:30,34,1,6.83,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-29,18:33:51,20:13:41,01:39:50,00:07:17,37,1,13.92,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-29,20:13:41,21:48:42,01:35:01,00:00:00,31,1,15.95,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-29,22:32:12,23:10:14,00:38:02,00:43:30,17,1,8,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-29,Vehiculo: 02,,,13:31:06,03:36:16,246,"8,00",101.56,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
02,2024-07-30,05:42:08,07:53:24,02:11:16,00:00:00,74,1,15.01,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-30,08:17:25,09:45:55,01:28:30,00:24:01,21,1,12.71,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-30,10:50:36,13:10:09,02:19:33,01:04:41,42,1,15.97,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-30,14:07:57,15:51:31,01:43:34,00:57:48,36,1,13.94,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-30,17:34:16,18:46:30,01:12:14,01:42:45,40,1,7.9,85 1 HONDA - ORIENTAL - HONDA,Ver
02,2024-07-30,19:00:26,20:31:41,01:31:15,00:13:56,13,1,15.09,85 4 HONDA - MINORISTA - HONDA,Ver
02,2024-07-30,20:42:05,22:19:54,01:37:49,00:10:24,31,1,14.68,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-30,Vehiculo: 02,,,12:04:11,04:33:35,257,"7,00",95.3,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-15,06:00:50,06:44:26,00:43:36,00:00:00,44,1,6.71,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-15,08:13:18,09:05:20,00:52:02,01:28:52,29,1,8.4,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-15,11:17:28,12:08:38,00:51:10,02:12:08,12,1,7.6,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-15,Vehiculo: 03,,,02:26:48,03:41:00,85,"3,00",22.71,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-16,15:40:46,16:33:43,00:52:57,00:00:00,34,1,6.46,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-16,18:54:22,20:20:39,01:26:17,02:20:39,42,1,7.83,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-16,Vehiculo: 03,,,02:19:14,02:20:39,76,"2,00",14.29,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-17,05:52:02,06:45:13,00:53:11,00:00:00,47,1,7.92,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-17,08:09:15,09:51:40,01:42:25,01:24:02,26,1,13.88,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-17,10:32:31,12:18:32,01:46:01,00:40:51,27,1,12.97,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-17,14:28:25,16:26:15,01:57:50,02:09:53,56,1,13.83,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-17,17:02:56,18:40:28,01:37:32,00:36:41,50,1,13.12,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-17,18:52:09,20:16:00,01:23:51,00:11:41,32,1,11.7,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-17,Vehiculo: 03,,,09:20:50,05:03:08,238,"6,00",73.42,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-18,05:40:55,06:38:18,00:57:23,00:00:00,48,1,7.9,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-18,08:21:31,09:56:33,01:35:02,01:43:13,29,1,13.93,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-18,10:50:04,12:50:33,02:00:29,00:53:31,57,1,14.31,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-18,13:49:34,15:50:32,02:00:58,00:59:01,14,1,16.05,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-18,15:51:47,17:26:06,01:34:19,00:01:15,45,1,10.69,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-18,17:57:42,19:23:14,01:25:32,00:31:36,46,1,12.37,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-18,Vehiculo: 03,,,09:33:43,04:08:36,239,"6,00",75.25,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-19,05:43:31,06:35:19,00:51:48,00:00:00,34,1,7.87,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-19,08:08:29,09:59:19,01:50:50,01:33:10,25,1,13.9,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-19,10:27:55,12:14:42,01:46:47,00:28:36,53,1,13.69,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-19,13:37:25,15:54:50,02:17:25,01:22:43,41,1,14.8,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-19,16:06:38,17:48:20,01:41:42,00:11:48,39,1,11.83,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-19,18:14:52,19:51:34,01:36:42,00:26:32,40,1,11.76,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-19,Vehiculo: 03,,,10:05:14,04:02:49,232,"6,00",73.85,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-21,04:30:37,06:14:28,01:43:51,00:00:00,15,1,0,85 6 CRUZ - ORIENTAL - HONDA,Ver
03,2024-07-21,06:14:28,07:45:55,01:31:27,00:00:00,12,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-21,07:45:55,09:50:03,02:04:08,00:00:00,12,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-21,09:48:54,12:03:31,02:14:37,00:00:00,31,1,0,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-21,14:07:00,15:42:33,01:35:33,02:03:29,42,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-21,16:17:17,19:21:13,03:03:56,00:34:44,48,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-21,19:21:31,21:09:01,01:47:30,00:00:18,34,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-21,Vehiculo: 03,,,14:01:02,02:38:31,194,"7,00",0,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-22,06:09:17,06:47:30,00:38:13,00:00:00,31,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-22,08:21:12,10:38:59,02:17:47,01:33:42,65,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-22,11:04:32,12:46:35,01:42:03,00:25:33,29,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-22,13:42:57,15:08:58,01:26:01,00:56:22,25,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-22,16:08:20,18:05:34,01:57:14,00:59:22,42,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-22,18:52:35,20:44:06,01:51:31,00:47:01,26,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-22,20:52:39,22:52:22,01:59:43,00:08:33,31,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-22,22:52:22,01:08:57,02:16:35,00:00:00,9,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-23,Vehiculo: 03,,,14:09:07,04:50:33,258,"8,00",0,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-23,05:37:59,07:49:32,02:11:33,00:00:00,47,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-23,07:49:15,09:37:25,01:48:10,00:00:00,32,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-23,16:33:03,17:45:00,01:11:57,06:55:38,24,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-23,18:34:56,19:45:05,01:10:09,00:49:56,34,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-23,19:45:12,22:15:52,02:30:40,00:00:07,33,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-23,22:15:52,23:08:52,00:53:00,00:00:00,14,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-23,Vehiculo: 03,,,09:45:29,07:45:41,184,"6,00",0,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-24,06:28:13,08:28:57,02:00:44,00:00:00,46,1,0,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-24,08:31:06,10:22:17,01:51:11,00:02:09,34,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-24,10:57:43,13:29:05,02:31:22,00:35:26,22,1,0,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-24,13:29:05,15:38:51,02:09:46,00:00:00,44,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-24,16:13:48,18:08:52,01:55:04,00:34:57,50,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-24,18:15:05,20:08:50,01:53:45,00:06:13,46,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-24,20:19:02,22:08:50,01:49:48,00:10:12,36,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-24,22:50:32,01:38:50,02:48:18,00:41:42,15,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-25,Vehiculo: 03,,,16:59:58,02:10:39,293,"8,00",0,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-25,05:18:34,07:23:56,02:05:22,00:00:00,50,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-25,07:24:08,09:29:41,02:05:33,00:00:12,47,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-25,09:38:55,11:42:12,02:03:17,00:09:14,17,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-25,11:42:41,13:23:36,01:40:55,00:00:29,34,1,0,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-25,13:23:36,15:43:19,02:19:43,00:00:00,23,1,0,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-25,19:53:16,21:04:46,01:11:30,04:09:57,27,1,14.41,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-25,21:53:05,22:34:32,00:41:27,00:48:19,24,1,7.25,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-25,Vehiculo: 03,,,12:07:47,05:08:11,222,"7,00",21.66,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-26,05:01:42,07:29:58,02:28:16,00:00:00,48,1,17.35,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-26,08:22:08,10:21:31,01:59:23,00:52:10,36,1,15.32,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-26,10:54:14,12:52:46,01:58:32,00:32:43,56,1,13.21,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-26,13:25:07,15:07:37,01:42:30,00:32:21,46,1,12.75,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-26,15:11:16,17:03:52,01:52:36,00:03:39,26,1,13.09,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-26,18:05:26,19:38:38,01:33:12,01:01:34,28,1,13.06,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-26,19:57:07,21:15:34,01:18:27,00:18:29,32,1,14.39,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-26,21:34:02,22:44:39,01:10:37,00:18:28,33,1,13.38,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-26,Vehiculo: 03,,,14:03:33,03:39:24,305,"8,00",112.55,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-27,05:46:11,06:30:04,00:43:53,00:00:00,37,1,7.72,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-27,08:11:39,10:00:34,01:48:55,01:41:35,22,1,14.34,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-27,10:16:25,12:20:43,02:04:18,00:15:51,31,1,15.82,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-27,13:03:03,15:09:41,02:06:38,00:42:20,75,1,17.23,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-27,15:25:45,17:16:30,01:50:45,00:16:04,50,1,15.13,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-27,17:32:32,19:26:13,01:53:41,00:16:02,39,1,15.49,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-27,19:41:11,21:24:57,01:43:46,00:14:58,62,1,16.21,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-27,22:08:18,22:51:26,00:43:08,00:43:21,37,1,7.13,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-27,Vehiculo: 03,,,12:55:04,04:10:11,353,"8,00",109.07,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-28,05:18:38,06:17:30,00:58:52,00:00:00,7,1,14.5,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-28,06:55:25,08:24:18,01:28:53,00:37:55,49,1,15.58,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-28,09:01:02,10:16:48,01:15:46,00:36:44,19,1,14.22,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-28,10:50:12,12:30:19,01:40:07,00:33:24,29,1,13.63,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-28,12:54:58,14:28:06,01:33:08,00:24:39,37,1,14.62,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-28,15:08:52,16:28:00,01:19:08,00:40:46,23,1,14.58,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-28,17:07:25,18:35:50,01:28:25,00:39:25,59,1,14.79,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-28,19:40:47,20:21:53,00:41:06,01:04:57,27,1,6.84,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-28,Vehiculo: 03,,,10:25:25,04:37:50,250,"8,00",108.76,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-29,05:52:51,07:32:09,01:39:18,00:00:00,36,1,17.32,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-29,08:04:22,09:42:51,01:38:29,00:32:13,43,1,15.39,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-29,10:11:08,12:29:33,02:18:25,00:28:17,23,1,12.65,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-29,12:35:25,14:20:37,01:45:12,00:05:52,56,1,12.51,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-29,16:28:49,18:18:40,01:49:51,02:08:12,34,1,14.38,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-29,18:54:50,20:08:58,01:14:08,00:36:10,31,1,13.1,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-29,20:26:12,22:06:35,01:40:23,00:17:14,21,1,15.7,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-29,Vehiculo: 03,,,12:05:46,04:07:58,244,"7,00",101.05,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
03,2024-07-30,05:25:03,07:04:06,01:39:03,00:00:00,44,1,15.46,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-30,07:50:34,08:30:38,00:40:04,00:46:28,16,1,7.86,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-30,12:41:08,14:37:17,01:56:09,04:10:30,32,1,14.54,85 4 HONDA - MINORISTA - HONDA,Ver
03,2024-07-30,15:40:02,17:52:42,02:12:40,01:02:45,51,1,15.11,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-30,18:08:53,19:54:05,01:45:12,00:16:11,41,1,14.51,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-30,20:05:04,21:28:02,01:22:58,00:10:59,36,1,14.68,85 1 HONDA - ORIENTAL - HONDA,Ver
03,2024-07-30,22:13:12,22:31:49,00:18:37,00:45:10,22,1,1.85,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-30,Vehiculo: 03,,,09:54:43,07:12:03,242,"7,00",84.01,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
04,2024-07-15,05:06:49,06:24:35,01:17:46,00:00:00,47,1,13.72,85 1 HONDA - ORIENTAL - HONDA,Ver
04,2024-07-15,07:37:57,08:20:25,00:42:28,01:13:22,21,1,6.42,85 1 HONDA - ORIENTAL - HONDA,Ver
04,2024-07-15,09:46:56,11:28:56,01:42:00,01:26:31,32,1,14.1,85 1 HONDA - ORIENTAL - HONDA,Ver
04,2024-07-15,12:13:46,14:02:44,01:48:58,00:44:50,23,1,14.55,85 4 HONDA - MINORISTA - HONDA,Ver
04,2024-07-15,15:08:42,17:04:56,01:56:14,01:05:58,32,1,14.41,85 1 HONDA - ORIENTAL - HONDA,Ver
04,2024-07-15,17:26:31,19:07:02,01:40:31,00:21:35,56,1,13.15,85 1 HONDA - ORIENTAL - HONDA,Ver
04,2024-07-15,19:37:30,20:54:58,01:17:28,00:30:28,37,1,13.08,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-15,Vehiculo: 04,,,10:25:25,05:22:44,248,"7,00",89.43,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
04,2024-07-16,05:24:10,06:52:14,01:28:04,00:00:00,44,1,14.6,85 4 HONDA - MINORISTA - HONDA,Ver
04,2024-07-16,07:40:47,09:16:32,01:35:45,00:48:33,38,1,12.78,85 1 HONDA - ORIENTAL - HONDA,Ver
04,2024-07-16,09:53:59,11:35:45,01:41:46,00:37:27,41,1,13.84,85 1 HONDA - ORIENTAL - HONDA,Ver
04,2024-07-16,12:40:02,14:48:26,02:08:24,01:04:17,22,1,15.4,85 4 HONDA - MINORISTA - HONDA,Ver
04,2024-07-16,16:00:44,18:15:36,02:14:52,01:12:18,46,1,14.63,85 1 HONDA - ORIENTAL - HONDA,Ver
